Year,Type of Metric,Organization Entity,Command,Category,Amount,ObjectId
2020,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Materials & Supplies,6278.13,311
2016,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Salaries,462151500.1,312
2016,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Benefits,7396120.2,313
2020,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Premium Pay,1876.1,314
2016,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Services,1931091.08,315
2016,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Equipment,17946.45,316
2020,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Revenues,-3187460.83,317
2016,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Benefits,6148104.18,318
2016,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Materials & Supplies,1004182.65,319
2020,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Salaries,1105243.08,320
2016,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Equipment,60381.01,321
2020,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Services,3822057.7,322
2016,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Premium Pay,2853133.74,323
2020,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Benefits,7983703.85,324
2016,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Materials & Supplies,269861.11,325
2016,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Revenues,-2032382.26,326
2020,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Equipment,53221.94,327
2016,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Premium Pay,590935.34,328
2016,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Salaries,29030209.37,329
2020,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Materials & Supplies,1093235.43,330
2016,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Revenues,-1048466.67,331
2016,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Services,5029931.28,332
2020,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Premium Pay,915203.79,333
2016,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Salaries,40665793.58,334
2017,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Benefits,90539906.39,335
2020,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Revenues,-1170871.59,336
2016,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Services,2416050.67,337
2017,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Equipment,1829164.5,338
2020,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Salaries,31992910.76,339
2016,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Benefits,472309.84,340
2017,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Materials & Supplies,14113848.4,341
2020,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Services,5382474.03,342
2016,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Equipment,-0.01,343
2017,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Premium Pay,372804.38,344
2021,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Benefits,109370740.3,345
2016,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Materials & Supplies,10232.55,346
2017,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Revenues,-63589802.23,347
2021,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Equipment,1665755.87,348
2016,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Premium Pay,41386.27,349
2017,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Salaries,31630418.99,350
2021,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Materials & Supplies,16554056.52,351
2016,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Salaries,3241056.66,352
2017,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Services,72872082.23,353
2021,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Premium Pay,797028.88,354
2016,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Services,66766.28,355
2017,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Benefits,2448188.27,356
2021,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Revenues,-71346665.07,357
2016,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Benefits,5899780.28,358
2017,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Equipment,216903.49,359
2021,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Salaries,38770003.03,360
2021,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Services,50523706.86,361
2021,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Benefits,2541082.65,362
2017,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Materials & Supplies,57404.22,363
2016,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Equipment,1629488.92,364
2017,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Premium Pay,434310.08,365
2016,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Materials & Supplies,811799.35,366
2017,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Revenues,-290645.42,367
2016,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Premium Pay,706052.62,368
2017,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Salaries,15833578.49,369
2016,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Revenues,-7965332.14,370
2017,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Services,583028.07,371
2016,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Salaries,39126917.36,372
2017,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Benefits,70001248.12,373
2016,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Services,18490104.8,374
2017,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Equipment,260952.83,375
2016,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Benefits,22680.08,376
2017,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Materials & Supplies,827531.32,377
2016,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Equipment,0,378
2017,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Premium Pay,33884107.6,379
2016,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Materials & Supplies,228.55,380
2017,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Revenues,-12612169.63,381
2016,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Premium Pay,0,382
2017,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Salaries,453854998.6,383
2016,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Salaries,311855.03,384
2017,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Services,1813787.86,385
2016,Actual Expenditures,1 - Toronto Police Service,Operational Support Command,Services,8550.55,386
2017,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Benefits,5402599.13,387
2016,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Benefits,25722061.58,388
2017,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Equipment,38860.96,389
2016,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Equipment,1761003.11,390
2017,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Materials & Supplies,348811.9,391
2016,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Materials & Supplies,1121339.19,392
2017,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Premium Pay,651873.18,393
2017,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Revenues,-1009736.96,394
2017,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Salaries,37098637.44,395
2017,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Services,2517479.38,396
2017,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Benefits,456720.68,397
2017,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Equipment,0,398
2017,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Materials & Supplies,9577.9,399
2017,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Premium Pay,69065.7,400
2018,Approved Budget,1 - Toronto Police Service,Community Safety Command,Materials & Supplies,895700,401
2018,Approved Budget,1 - Toronto Police Service,Community Safety Command,Premium Pay,30907400,402
2018,Approved Budget,1 - Toronto Police Service,Community Safety Command,Revenues,-12677700,403
2018,Approved Budget,1 - Toronto Police Service,Community Safety Command,Salaries,449162000,404
2021,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Salaries,192150529.8,405
2018,Approved Budget,1 - Toronto Police Service,Community Safety Command,Services,1889500,406
2018,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Benefits,5880800,407
2022,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Revenues,-8501.46,408
2018,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Equipment,10900,409
2021,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Services,4999352.95,410
2018,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Materials & Supplies,304900,411
2021,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Benefits,60171.03,412
2016,Approved Budget,3 - Parking Enforcement,Parking Enforcement,Revenues,-1519500,413
2018,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Premium Pay,535500,414
2022,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Salaries,43966700.28,415
2021,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Equipment,5163842.57,416
2018,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Revenues,-77400,417
2016,Approved Budget,3 - Parking Enforcement,Parking Enforcement,Salaries,30115600,418
2022,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Premium Pay,1238698.13,419
2021,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Materials & Supplies,552678.12,420
2018,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Salaries,41066500,421
2016,Approved Budget,3 - Parking Enforcement,Parking Enforcement,Services,5466000,422
2022,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Benefits,6864556.42,423
2021,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Premium Pay,890740.01,424
2018,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Services,1479800,425
2017,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Benefits,93573600,426
2022,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Materials & Supplies,861515.47,427
2021,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Revenues,-19449710.44,428
2018,Approved Budget,1 - Toronto Police Service,Human Resources Command,Benefits,560500,429
2017,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Equipment,977900,430
2022,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Equipment,2072935.79,431
2021,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Salaries,958550.28,432
2018,Approved Budget,1 - Toronto Police Service,Human Resources Command,Equipment,0,433
2017,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Materials & Supplies,14372500,434
2022,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Services,29525341.52,435
2021,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Services,3786188.57,436
2018,Approved Budget,1 - Toronto Police Service,Human Resources Command,Materials & Supplies,9700,437
2017,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Premium Pay,0,438
2022,Actual Expenditures,1 - Toronto Police Service,Information&Technology Command,Revenues,-6097136.92,439
2022,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Salaries,189931040.5,440
2022,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Premium Pay,20860435.01,441
2022,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Benefits,30571750.68,442
2022,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Materials & Supplies,1250948.23,443
2022,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Equipment,2557730.17,444
2022,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Services,5721340.12,445
2022,Actual Expenditures,1 - Toronto Police Service,Specialized Operations Command,Revenues,-48843960.64,446
2022,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Salaries,1338289.42,447
2022,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Premium Pay,647088.2,448
2022,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Benefits,103346.43,449
2022,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Materials & Supplies,305314.12,450
2022,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Equipment,2095052.3,451
2022,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Services,3355844.47,452
2022,Actual Expenditures,1 - Toronto Police Service,TPS Grants,Revenues,-16259586.04,453
2022,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Salaries,1122617.41,454
2022,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Benefits,159699.33,455
2022,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Materials & Supplies,2856.34,456
2022,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Equipment,6823.16,457
2022,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Services,1519298.37,458
2022,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Revenues,-841496,459
2022,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Salaries,29525055.79,460
2022,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Premium Pay,1265148.36,461
2022,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Benefits,8179704.63,462
2022,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Materials & Supplies,1359480.7,463
2022,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Equipment,112949.67,464
2022,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Services,5378191.32,465
2022,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Revenues,-858893.79,466
2016,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Benefits,90621600,467
2016,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Equipment,789800,468
2016,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Materials & Supplies,15016600,469
2016,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Premium Pay,0,470
2016,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Revenues,-62486600,471
2016,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Salaries,9786200,472
2016,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Services,68638100,473
2016,Approved Budget,1 - Toronto Police Service,Chief of Police,Benefits,1965100,474
2016,Approved Budget,1 - Toronto Police Service,Chief of Police,Equipment,70600,475
2016,Approved Budget,1 - Toronto Police Service,Chief of Police,Materials & Supplies,75900,476
2016,Approved Budget,1 - Toronto Police Service,Chief of Police,Premium Pay,280200,477
2016,Approved Budget,1 - Toronto Police Service,Chief of Police,Revenues,0,478
2016,Approved Budget,1 - Toronto Police Service,Chief of Police,Salaries,12734900,479
2016,Approved Budget,1 - Toronto Police Service,Chief of Police,Services,529200,480
2016,Approved Budget,1 - Toronto Police Service,Community Safety Command,Benefits,74910400,481
2018,Approved Budget,1 - Toronto Police Service,Human Resources Command,Premium Pay,48400,482
2021,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Benefits,155719.23,483
2018,Approved Budget,1 - Toronto Police Service,Human Resources Command,Salaries,3707000,484
2021,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Equipment,16547.96,485
2018,Approved Budget,1 - Toronto Police Service,Human Resources Command,Services,58300,486
2017,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Revenues,-68229700,487
2021,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Materials & Supplies,2875.56,488
2018,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Benefits,6125700,489
2017,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Salaries,173500,490
2021,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Premium Pay,0,491
2018,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Equipment,427600,492
2017,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Services,73943400,493
2021,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Revenues,-1904030.81,494
2018,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Materials & Supplies,822700,495
2017,Approved Budget,1 - Toronto Police Service,Chief of Police,Benefits,2267200,496
2021,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Salaries,1126451.54,497
2018,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Premium Pay,877100,498
2017,Approved Budget,1 - Toronto Police Service,Chief of Police,Equipment,59700,499
2021,Actual Expenditures,2 - Toronto Police Services Board,TPS Board,Services,2511787.88,500
2018,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Revenues,-7180100,501
2017,Approved Budget,1 - Toronto Police Service,Chief of Police,Materials & Supplies,63900,502
2021,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Benefits,8510336.93,503
2018,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Salaries,41042800,504
2017,Approved Budget,1 - Toronto Police Service,Chief of Police,Premium Pay,342400,505
2021,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Equipment,231726.88,506
2018,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Services,21655000,507
2017,Approved Budget,1 - Toronto Police Service,Chief of Police,Revenues,0,508
2021,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Materials & Supplies,1165606.65,509
2018,Approved Budget,1 - Toronto Police Service,Operational Support Command,Benefits,0,510
2017,Approved Budget,1 - Toronto Police Service,Chief of Police,Salaries,14744700,511
2021,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Premium Pay,653545.55,512
2018,Approved Budget,1 - Toronto Police Service,Operational Support Command,Equipment,0,513
2017,Approved Budget,1 - Toronto Police Service,Chief of Police,Services,508200,514
2021,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Revenues,-1238223.41,515
2018,Approved Budget,1 - Toronto Police Service,Operational Support Command,Materials & Supplies,0,516
2017,Approved Budget,1 - Toronto Police Service,Community Safety Command,Benefits,75782900,517
2021,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Salaries,32896878.12,518
2018,Approved Budget,1 - Toronto Police Service,Operational Support Command,Premium Pay,0,519
2017,Approved Budget,1 - Toronto Police Service,Community Safety Command,Equipment,146500,520
2021,Actual Expenditures,3 - Parking Enforcement,Parking Enforcement,Services,5482029.74,521
2018,Approved Budget,1 - Toronto Police Service,Operational Support Command,Salaries,0,522
2017,Approved Budget,1 - Toronto Police Service,Community Safety Command,Materials & Supplies,904300,523
2017,Approved Budget,1 - Toronto Police Service,Community Safety Command,Premium Pay,30321200,524
2017,Approved Budget,1 - Toronto Police Service,Community Safety Command,Revenues,-12658200,525
2017,Approved Budget,1 - Toronto Police Service,Community Safety Command,Salaries,478174400,526
2017,Approved Budget,1 - Toronto Police Service,Community Safety Command,Services,2013600,527
2017,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Benefits,6545200,528
2017,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Equipment,17400,529
2017,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Materials & Supplies,309600,530
2017,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Premium Pay,543200,531
2017,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Revenues,-77400,532
2017,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Salaries,43239700,533
2017,Approved Budget,1 - Toronto Police Service,Corporate Services Command,Services,1658500,534
2017,Approved Budget,1 - Toronto Police Service,Human Resources Command,Benefits,528700,535
2017,Approved Budget,1 - Toronto Police Service,Human Resources Command,Equipment,0,536
2017,Approved Budget,1 - Toronto Police Service,Human Resources Command,Materials & Supplies,8800,537
2017,Approved Budget,1 - Toronto Police Service,Human Resources Command,Premium Pay,47600,538
2017,Approved Budget,1 - Toronto Police Service,Human Resources Command,Salaries,3444500,539
2017,Approved Budget,1 - Toronto Police Service,Human Resources Command,Services,50200,540
2017,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Benefits,6640800,541
2017,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Equipment,367800,542
2017,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Materials & Supplies,754000,543
2017,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Premium Pay,896900,544
2017,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Revenues,-6878400,545
2017,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Salaries,44422800,546
2017,Approved Budget,1 - Toronto Police Service,Information&Technology Command,Services,20559100,547
2017,Approved Budget,1 - Toronto Police Service,Operational Support Command,Benefits,45900,548
2017,Approved Budget,1 - Toronto Police Service,Operational Support Command,Equipment,0,549
2017,Approved Budget,1 - Toronto Police Service,Operational Support Command,Materials & Supplies,200,550
2017,Approved Budget,1 - Toronto Police Service,Operational Support Command,Premium Pay,0,551
2017,Approved Budget,1 - Toronto Police Service,Operational Support Command,Salaries,298300,552
2017,Approved Budget,1 - Toronto Police Service,Operational Support Command,Services,9600,553
2017,Approved Budget,1 - Toronto Police Service,Special Projects,Equipment,0,554
2022,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Salaries,40143439.06,555
2018,Approved Budget,1 - Toronto Police Service,Operational Support Command,Services,0,556
2017,Approved Budget,1 - Toronto Police Service,Special Projects,Materials & Supplies,0,557
2022,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Premium Pay,1861706.28,558
2018,Approved Budget,1 - Toronto Police Service,Special Projects,Equipment,0,559
2017,Approved Budget,1 - Toronto Police Service,Special Projects,Premium Pay,0,560
2022,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Benefits,118342581.2,561
2018,Approved Budget,1 - Toronto Police Service,Special Projects,Materials & Supplies,0,562
2017,Approved Budget,1 - Toronto Police Service,Special Projects,Revenues,0,563
2018,Approved Budget,1 - Toronto Police Service,Special Projects,Premium Pay,0,564
2022,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Materials & Supplies,22759141.72,565
2017,Approved Budget,1 - Toronto Police Service,Special Projects,Salaries,0,566
2018,Approved Budget,1 - Toronto Police Service,Special Projects,Revenues,0,567
2022,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Equipment,2262529.01,568
2017,Approved Budget,1 - Toronto Police Service,Special Projects,Services,0,569
2018,Approved Budget,1 - Toronto Police Service,Special Projects,Salaries,0,570
2022,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Services,50446746.36,571
2017,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Benefits,26014500,572
2018,Approved Budget,1 - Toronto Police Service,Special Projects,Services,0,573
2022,Actual Expenditures,1 - Toronto Police Service,Centralized Service Charges,Revenues,-86073462.92,574
2017,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Equipment,745500,575
2018,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Benefits,25898600,576
2022,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Salaries,16211694.35,577
2017,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Materials & Supplies,1111400,578
2018,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Equipment,819000,579
2022,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Premium Pay,746566.41,580
2017,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Premium Pay,8343800,581
2018,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Materials & Supplies,1146400,582
2022,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Benefits,2455403.14,583
2017,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Revenues,-44447700,584
2018,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Premium Pay,8458600,585
2022,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Materials & Supplies,53895.78,586
2017,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Salaries,169758000,587
2018,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Revenues,-49354200,588
2017,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Services,3885000,589
2018,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Salaries,169135000,590
2022,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Equipment,142771.27,591
2017,Approved Budget,1 - Toronto Police Service,TPS Grants,Benefits,0,592
2018,Approved Budget,1 - Toronto Police Service,Specialized Operations Command,Services,4501400,593
2022,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Services,769949.1,594
2021,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Equipment,30908.23,595
2017,Approved Budget,1 - Toronto Police Service,TPS Grants,Equipment,0,596
2018,Approved Budget,1 - Toronto Police Service,TPS Grants,Benefits,0,597
2022,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Revenues,-37514.25,598
2016,Approved Budget,1 - Toronto Police Service,Community Safety Command,Equipment,141400,599
2021,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Materials & Supplies,45148.42,600
2017,Approved Budget,1 - Toronto Police Service,TPS Grants,Materials & Supplies,0,601
2018,Approved Budget,1 - Toronto Police Service,TPS Grants,Equipment,0,602
2022,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Salaries,461163389.3,603
2016,Approved Budget,1 - Toronto Police Service,Community Safety Command,Materials & Supplies,889900,604
2021,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Premium Pay,525239.74,605
2021,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Revenues,-1762,606
2021,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Salaries,16506904.27,607
2021,Actual Expenditures,1 - Toronto Police Service,Chief of Police,Services,512699.62,608
2021,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Benefits,73903906.69,609
2021,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Equipment,212329.59,610
2021,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Materials & Supplies,694256.86,611
2021,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Premium Pay,35905401.52,612
2021,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Revenues,-1078992.63,613
2021,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Salaries,462684570.9,614
2021,Actual Expenditures,1 - Toronto Police Service,Community Safety Command,Services,470577.34,615
2021,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Benefits,8625184.4,616
2021,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Equipment,261605.12,617
2021,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Materials & Supplies,265827.53,618
2021,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Premium Pay,1201130.51,619
2021,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Revenues,-17712,620
2021,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Salaries,56281576.26,621
2021,Actual Expenditures,1 - Toronto Police Service,Corporate Services Command,Services,2812765.03,622
2021,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Benefits,245025.5,623
2021,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Equipment,0,624
2021,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Materials & Supplies,264.55,625
2021,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Premium Pay,26523.24,626
2021,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Salaries,1276767.89,627
2021,Actual Expenditures,1 - Toronto Police Service,Human Resources Command,Services,1264.32,628
