Year,Type of Metric,Organization Entity,Command,Category,Amount,ObjectId
2022,Approved Budget,3 - Parking Enforcement,Parking Enforcement,Services,5729000,1189
2023,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Salaries,20748300,1190
2023,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Premium Pay,9995900,1191
2023,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Benefits,122676700,1192
2023,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Materials & Supplies,23634700,1193
2023,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Equipment,1475400,1194
2023,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Services,62265900,1195
2023,Approved Budget,1 - Toronto Police Service,Centralized Service Charges,Revenues,-102606700,1196
2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Salaries,17441200,1197
2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Premium Pay,459100,1198
2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Benefits,2768900,1199
2023,Approved Budget,1 - Toronto Police Service,Chief of Police,Materials & Supplies,74300,1200
2024,Proposed Budget,3 - Parking Enforcement,Parking Enforcement,Premium Pay,1941600,1201
2024,Proposed Budget,3 - Parking Enforcement,Parking Enforcement,Benefits,9361800,1202
2024,Proposed Budget,3 - Parking Enforcement,Parking Enforcement,Materials & Supplies,2031200,1203
2024,Proposed Budget,3 - Parking Enforcement,Parking Enforcement,Equipment,8000,1204
2024,Proposed Budget,3 - Parking Enforcement,Parking Enforcement,Services,6152300,1205
2024,Proposed Budget,3 - Parking Enforcement,Parking Enforcement,Revenues,-1498400,1206
